listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category,distance_km,fuel_used_liters,actual_weight_received,emissions_avoided_kg,estimated_distance,transport_emissions,recycling_savings,processing_efficiency,net_climate_impact,climate_impact_level,predicted_climate_impact
831,416,Nigeria,Abuja,Organic,Livestock Manure,21.27,Medium,,34,Matched,14.29,In Progress,6.61,2026-02-13 15:48:33,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,11.57,Medium,Medium
832,416,Nigeria,Abuja,Organic,Livestock Manure,215.56,High,,43,Matched,56.65,In Progress,6.07,2026-02-20 03:54:49,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,17.05,13.48,23.49,47.08,17.05,36.126400000000004,47.08,0.1089719799591761,2.55,Low,Medium
832,416,Nigeria,Abuja,Organic,Livestock Manure,215.56,High,,43,Matched,56.65,In Progress,6.07,2026-02-20 03:54:49,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,17.05,13.48,23.49,47.08,17.05,36.126400000000004,47.08,0.1089719799591761,11.57,Medium,Medium
833,417,Nigeria,Abuja,Organic,Agricultural Residue,233.51,High,,19,Matched,75.07,Open,5.09,2025-11-16 09:04:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-3.3,Low,Low
833,417,Nigeria,Abuja,Organic,Agricultural Residue,233.51,High,,19,Matched,75.07,Open,5.09,2025-11-16 09:04:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-70.63,Low,Low
834,417,Nigeria,Abuja,Solid,Textiles/Used Clothing,438.11,Medium,,35,Matched,165.08,In Progress,6.63,2025-11-19 11:03:43,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-3.3,Low,Low
834,417,Nigeria,Abuja,Solid,Textiles/Used Clothing,438.11,Medium,,35,Matched,165.08,In Progress,6.63,2025-11-19 11:03:43,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-70.63,Low,Low
835,418,Kenya,Mombasa,Organic,Food Scraps,17.58,Medium,,28,Unmatched,7.08,Open,5.38,2026-02-25 03:26:13,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,0.7,Low,Low
835,418,Kenya,Mombasa,Organic,Food Scraps,17.58,Medium,,28,Unmatched,7.08,Open,5.38,2026-02-25 03:26:13,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,,,,,,,,,-6.95,Low,Low
836,418,Kenya,Mombasa,Organic,Agricultural Residue,62.25,Low,,7,Matched,45.52,Closed,5.52,2026-01-07 23:38:10,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,0.7,Low,Low
836,418,Kenya,Mombasa,Organic,Agricultural Residue,62.25,Low,,7,Matched,45.52,Closed,5.52,2026-01-07 23:38:10,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,-6.95,Low,Low
837,419,Kenya,Nakuru,Solid,PET Bottles,153.52,Low,,57,Matched,136.77,Closed,7.28,2026-02-06 16:14:56,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,-30.55,Low,Low
837,419,Kenya,Nakuru,Solid,PET Bottles,153.52,Low,,57,Matched,136.77,Closed,7.28,2026-02-06 16:14:56,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,,,,,,,,,-52.91,Low,Low
838,419,Kenya,Nakuru,Solid,LDPE 'Sachet' Water Bags,415.87,High,,34,Unmatched,495.16,Open,7.01,2025-12-01 05:46:49,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-30.55,Low,Low
838,419,Kenya,Nakuru,Solid,LDPE 'Sachet' Water Bags,415.87,High,,34,Unmatched,495.16,Open,7.01,2025-12-01 05:46:49,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-52.91,Low,Low
839,420,Nigeria,Abuja,Organic,Food Scraps,491.79,High,,5,Matched,136.21,Open,6.42,2026-02-19 23:58:21,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,49.65,5.71,9.4,134.6,49.65,15.302800000000001,134.6,0.01911384940726733,7.04,Low,Low
839,420,Nigeria,Abuja,Organic,Food Scraps,491.79,High,,5,Matched,136.21,Open,6.42,2026-02-19 23:58:21,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,49.65,5.71,9.4,134.6,49.65,15.302800000000001,134.6,0.01911384940726733,-24.25,Low,Low
840,420,Nigeria,Abuja,Liquid,Used Cooking Oil,490.03,Medium,,13,Matched,140.69,In Progress,8.97,2026-02-08 20:09:19,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,7.04,Low,Low
840,420,Nigeria,Abuja,Liquid,Used Cooking Oil,490.03,Medium,,13,Matched,140.69,In Progress,8.97,2026-02-08 20:09:19,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,-24.25,Low,Low
841,421,Nigeria,Ibadan,Liquid,Industrial Effluent,57.09,Medium,,1,Matched,14.98,In Progress,6.51,2026-02-07 23:34:43,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,0.66,Low,Low
841,421,Nigeria,Ibadan,Liquid,Industrial Effluent,57.09,Medium,,1,Matched,14.98,In Progress,6.51,2026-02-07 23:34:43,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,-0.57,Low,Low
842,421,Nigeria,Ibadan,Solid,PET Bottles,24.11,High,,37,Matched,23.72,Closed,7.3,2025-11-01 08:01:47,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,0.66,Low,Low
842,421,Nigeria,Ibadan,Solid,PET Bottles,24.11,High,,37,Matched,23.72,Closed,7.3,2025-11-01 08:01:47,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-0.57,Low,Low
843,422,Nigeria,Abuja,Liquid,Septage/Sewage,138.1,High,,19,Matched,25.45,In Progress,2.97,2026-03-17 04:13:30,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-10.82,Low,High
843,422,Nigeria,Abuja,Liquid,Septage/Sewage,138.1,High,,19,Matched,25.45,In Progress,2.97,2026-03-17 04:13:30,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,180.19,High,High
844,422,Nigeria,Abuja,Organic,Market Waste,286.87,Medium,,41,Unmatched,77.82,In Progress,5.93,2025-12-07 15:11:27,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,6.46,14.97,,242.6,6.46,40.119600000000005,242.6,,-10.82,Low,High
844,422,Nigeria,Abuja,Organic,Market Waste,286.87,Medium,,41,Unmatched,77.82,In Progress,5.93,2025-12-07 15:11:27,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,6.46,14.97,,242.6,6.46,40.119600000000005,242.6,,180.19,High,High
845,423,Kenya,Mombasa,Organic,Agricultural Residue,483.42,Low,,21,Unmatched,278.5,Open,6.05,2025-10-28 20:28:16,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-38.46,Low,Low
845,423,Kenya,Mombasa,Organic,Agricultural Residue,483.42,Low,,21,Unmatched,278.5,Open,6.05,2025-10-28 20:28:16,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General,,,,,,,,,-2.91,Low,Low
846,423,Kenya,Mombasa,Organic,Market Waste,212.89,High,,2,Matched,94.28,Open,6.98,2025-10-14 12:51:44,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-38.46,Low,Low
846,423,Kenya,Mombasa,Organic,Market Waste,212.89,High,,2,Matched,94.28,Open,6.98,2025-10-14 12:51:44,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-2.91,Low,Low
847,424,Nigeria,Lagos,Liquid,Industrial Effluent,386.52,Low,,22,Matched,61.53,Closed,7.11,2025-10-07 06:16:04,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,-41.87,Low,Low
847,424,Nigeria,Lagos,Liquid,Industrial Effluent,386.52,Low,,22,Matched,61.53,Closed,7.11,2025-10-07 06:16:04,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated,,,,,,,,,-1.03,Low,Low
848,424,Nigeria,Lagos,Organic,Market Waste,85.35,High,,51,Matched,44.8,Closed,6.94,2025-10-20 12:45:23,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-41.87,Low,Low
848,424,Nigeria,Lagos,Organic,Market Waste,85.35,High,,51,Matched,44.8,Closed,6.94,2025-10-20 12:45:23,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-1.03,Low,Low
849,425,Nigeria,Abuja,Organic,Market Waste,380.32,Medium,,5,Unmatched,85.27,Open,5.38,2025-10-28 02:17:49,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-0.78,Low,Low
849,425,Nigeria,Abuja,Organic,Market Waste,380.32,Medium,,5,Unmatched,85.27,Open,5.38,2025-10-28 02:17:49,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,0.14,Low,Low
850,425,Nigeria,Abuja,Solid,Textiles/Used Clothing,93.33,High,,26,Matched,66.95,Closed,6.67,2025-11-08 19:57:42,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-0.78,Low,Low
850,425,Nigeria,Abuja,Solid,Textiles/Used Clothing,93.33,High,,26,Matched,66.95,Closed,6.67,2025-11-08 19:57:42,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,0.14,Low,Low
851,426,Kenya,Mombasa,Organic,Market Waste,141.87,High,,4,Unmatched,125.18,Open,5.7,2025-12-10 20:34:56,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-3.53,Low,High
851,426,Kenya,Mombasa,Organic,Market Waste,141.87,High,,4,Unmatched,125.18,Open,5.7,2025-12-10 20:34:56,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,164.96,High,High
852,426,Kenya,Mombasa,Organic,Market Waste,391.51,Medium,,11,Unmatched,108.27,Closed,6.79,2025-12-04 19:38:47,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,39.62,11.58,15.42,270.44,39.62,31.0344,270.44,0.03938596715281858,-3.53,Low,High
852,426,Kenya,Mombasa,Organic,Market Waste,391.51,Medium,,11,Unmatched,108.27,Closed,6.79,2025-12-04 19:38:47,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,39.62,11.58,15.42,270.44,39.62,31.0344,270.44,0.03938596715281858,164.96,High,High
853,427,Kenya,Eldoret,Liquid,Septage/Sewage,466.76,Medium,,20,Matched,86.95,Open,8.62,2025-11-04 21:37:48,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated,,,,,,,,,-2.31,Low,Medium
853,427,Kenya,Eldoret,Liquid,Septage/Sewage,466.76,Medium,,20,Matched,86.95,Open,8.62,2025-11-04 21:37:48,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated,,,,,,,,,-17.32,Low,Medium
854,427,Kenya,Eldoret,Liquid,Septage/Sewage,201.32,High,,18,Unmatched,47.5,Closed,7.59,2026-03-03 01:53:01,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-2.31,Low,Low
854,427,Kenya,Eldoret,Liquid,Septage/Sewage,201.32,High,,18,Unmatched,47.5,Closed,7.59,2026-03-03 01:53:01,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-17.32,Low,Low
855,428,Kenya,Eldoret,Organic,Livestock Manure,53.34,High,,24,Unmatched,45.71,Open,6.22,2026-01-08 23:39:32,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-6.13,Low,High
855,428,Kenya,Eldoret,Organic,Livestock Manure,53.34,High,,24,Unmatched,45.71,Open,6.22,2026-01-08 23:39:32,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,205.42,High,High
856,428,Kenya,Eldoret,Organic,Food Scraps,483.52,High,,14,Matched,178.43,Open,6.78,2025-09-27 09:06:35,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,55.87,6.35,,300.69,55.87,17.018,300.69,,-6.13,Low,High
856,428,Kenya,Eldoret,Organic,Food Scraps,483.52,High,,14,Matched,178.43,Open,6.78,2025-09-27 09:06:35,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,55.87,6.35,,300.69,55.87,17.018,300.69,,205.42,High,High
857,429,Nigeria,Port Harcourt,Liquid,Industrial Effluent,50.01,Medium,,32,Unmatched,19.36,In Progress,8.0,2025-12-20 17:42:54,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,,,,,,,,,-0.4,Low,Low
857,429,Nigeria,Port Harcourt,Liquid,Industrial Effluent,50.01,Medium,,32,Unmatched,19.36,In Progress,8.0,2025-12-20 17:42:54,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,,,,,,,,,-41.25,Low,Low
858,429,Nigeria,Port Harcourt,Organic,Agricultural Residue,352.12,Medium,,39,Matched,132.31,Open,5.3,2025-12-29 02:37:43,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-0.4,Low,Low
858,429,Nigeria,Port Harcourt,Organic,Agricultural Residue,352.12,Medium,,39,Matched,132.31,Open,5.3,2025-12-29 02:37:43,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-41.25,Low,Low
859,430,Nigeria,Ibadan,Others,E-waste,438.87,High,,37,Unmatched,55.21,In Progress,7.36,2025-11-28 06:43:49,4,13,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-28.31,Low,Medium
859,430,Nigeria,Ibadan,Others,E-waste,438.87,High,,37,Unmatched,55.21,In Progress,7.36,2025-11-28 06:43:49,4,13,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,18.31,Medium,Medium
860,430,Nigeria,Ibadan,Solid,Scrap Metal,86.84,Medium,,40,Matched,89.51,Closed,6.54,2026-01-30 08:56:00,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,14.69,11.7,11.4,40.35,14.69,31.356,40.35,0.1312759097190235,-28.31,Low,Medium
860,430,Nigeria,Ibadan,Solid,Scrap Metal,86.84,Medium,,40,Matched,89.51,Closed,6.54,2026-01-30 08:56:00,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,14.69,11.7,11.4,40.35,14.69,31.356,40.35,0.1312759097190235,18.31,Medium,Medium
861,431,Kenya,Kisumu,Organic,Food Scraps,426.9,Low,,8,Unmatched,249.71,Open,6.84,2025-10-08 10:54:59,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,16.48,1.86,36.48,168.67,16.48,4.984800000000001,168.67,0.08545326774420238,87.27,High,High
861,431,Kenya,Kisumu,Organic,Food Scraps,426.9,Low,,8,Unmatched,249.71,Open,6.84,2025-10-08 10:54:59,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,16.48,1.86,36.48,168.67,16.48,4.984800000000001,168.67,0.08545326774420238,-0.65,Low,High
862,431,Kenya,Kisumu,Solid,Scrap Metal,261.53,High,,18,Unmatched,205.57,In Progress,6.84,2025-11-16 23:25:43,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,87.27,High,High
862,431,Kenya,Kisumu,Solid,Scrap Metal,261.53,High,,18,Unmatched,205.57,In Progress,6.84,2025-11-16 23:25:43,2,7,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-0.65,Low,High
863,432,Kenya,Kisumu,Organic,Food Scraps,31.61,Medium,,26,Unmatched,18.27,Open,6.74,2025-12-31 11:50:05,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-2.86,Low,High
863,432,Kenya,Kisumu,Organic,Food Scraps,31.61,Medium,,26,Unmatched,18.27,Open,6.74,2025-12-31 11:50:05,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,231.84,High,High
864,432,Kenya,Kisumu,Liquid,Greywater,421.74,Medium,,54,Matched,58.76,Closed,11.8,2025-12-07 19:26:33,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,3.28,10.05,,294.46,3.28,26.934000000000005,294.46,,-2.86,Low,High
864,432,Kenya,Kisumu,Liquid,Greywater,421.74,Medium,,54,Matched,58.76,Closed,11.8,2025-12-07 19:26:33,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,3.28,10.05,,294.46,3.28,26.934000000000005,294.46,,231.84,High,High
865,433,Nigeria,Ibadan,Solid,PET Bottles,334.38,Low,,19,Matched,274.14,Open,6.86,2025-12-17 17:27:33,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,51.7,7.14,30.54,271.83,51.7,19.1352,271.83,0.09133321370895388,200.1,High,High
865,433,Nigeria,Ibadan,Solid,PET Bottles,334.38,Low,,19,Matched,274.14,Open,6.86,2025-12-17 17:27:33,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,51.7,7.14,30.54,271.83,51.7,19.1352,271.83,0.09133321370895388,-1.35,Low,High
866,433,Nigeria,Ibadan,Others,Miscellaneous,332.22,Medium,,59,Matched,124.33,In Progress,7.49,2026-01-27 02:16:13,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,,,,,,,,,200.1,High,High
866,433,Nigeria,Ibadan,Others,Miscellaneous,332.22,Medium,,59,Matched,124.33,In Progress,7.49,2026-01-27 02:16:13,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,,,,,,,,,-1.35,Low,High
867,434,Nigeria,Kano,Organic,Agricultural Residue,497.28,Medium,,45,Unmatched,240.49,Closed,6.81,2025-11-03 08:32:14,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,4.34,Low,Medium
867,434,Nigeria,Kano,Organic,Agricultural Residue,497.28,Medium,,45,Unmatched,240.49,Closed,6.81,2025-11-03 08:32:14,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,,,,,,,,,23.83,Medium,Medium
868,434,Nigeria,Kano,Organic,Agricultural Residue,303.9,Low,,8,Matched,206.68,In Progress,5.03,2025-11-09 10:48:42,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,4.34,Low,Medium
868,434,Nigeria,Kano,Organic,Agricultural Residue,303.9,Low,,8,Matched,206.68,In Progress,5.03,2025-11-09 10:48:42,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,,,,,,,,,23.83,Medium,Medium
869,435,Kenya,Kisumu,Liquid,Used Cooking Oil,196.29,High,,44,Unmatched,34.13,Open,3.52,2026-03-06 06:56:09,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,11.22,Medium,Medium
869,435,Kenya,Kisumu,Liquid,Used Cooking Oil,196.29,High,,44,Unmatched,34.13,Open,3.52,2026-03-06 06:56:09,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-11.31,Low,Medium
870,435,Kenya,Kisumu,Liquid,Septage/Sewage,342.41,Medium,,26,Unmatched,90.08,Open,2.05,2026-02-15 19:27:24,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,11.22,Medium,Medium
870,435,Kenya,Kisumu,Liquid,Septage/Sewage,342.41,Medium,,26,Unmatched,90.08,Open,2.05,2026-02-15 19:27:24,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-11.31,Low,Medium
871,436,Kenya,Kisumu,Liquid,Greywater,161.05,Medium,,52,Unmatched,44.91,Open,4.69,2026-03-17 11:05:09,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,-5.3,Low,High
871,436,Kenya,Kisumu,Liquid,Greywater,161.05,Medium,,52,Unmatched,44.91,Open,4.69,2026-03-17 11:05:09,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,,,,,,,,,137.9,High,High
872,436,Kenya,Kisumu,Solid,Textiles/Used Clothing,449.79,High,,25,Matched,330.32,In Progress,7.34,2025-10-14 15:48:55,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,20.83,13.89,,216.12,20.83,37.2252,216.12,,-5.3,Low,High
872,436,Kenya,Kisumu,Solid,Textiles/Used Clothing,449.79,High,,25,Matched,330.32,In Progress,7.34,2025-10-14 15:48:55,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,20.83,13.89,,216.12,20.83,37.2252,216.12,,137.9,High,High
873,437,Kenya,Nakuru,Others,Textiles,478.96,High,,43,Matched,111.75,Open,7.44,2025-11-26 00:10:19,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-50.04,Low,Low
873,437,Kenya,Nakuru,Others,Textiles,478.96,High,,43,Matched,111.75,Open,7.44,2025-11-26 00:10:19,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-12.67,Low,Low
874,437,Kenya,Nakuru,Liquid,Industrial Effluent,56.3,Low,,16,Unmatched,17.41,Open,9.84,2025-12-17 19:10:21,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,,,,,,,,,-50.04,Low,Low
874,437,Kenya,Nakuru,Liquid,Industrial Effluent,56.3,Low,,16,Unmatched,17.41,Open,9.84,2025-12-17 19:10:21,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,,,,,,,,,-12.67,Low,Low
875,438,Nigeria,Lagos,Solid,Scrap Metal,160.62,Low,,57,Matched,42.46,Closed,7.27,2026-02-02 11:44:53,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,,,,,,,,,-4.54,Low,Medium
875,438,Nigeria,Lagos,Solid,Scrap Metal,160.62,Low,,57,Matched,42.46,Closed,7.27,2026-02-02 11:44:53,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General,,,,,,,,,26.58,Medium,Medium
876,438,Nigeria,Lagos,Organic,Market Waste,85.45,Medium,,30,Matched,44.71,Closed,5.39,2025-11-26 22:16:04,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,13.39,3.36,22.75,47.15,13.39,9.0048,47.15,0.2662375658279696,-4.54,Low,Medium
876,438,Nigeria,Lagos,Organic,Market Waste,85.45,Medium,,30,Matched,44.71,Closed,5.39,2025-11-26 22:16:04,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,13.39,3.36,22.75,47.15,13.39,9.0048,47.15,0.2662375658279696,26.58,Medium,Medium
877,439,Nigeria,Ibadan,Organic,Livestock Manure,390.81,High,,55,Unmatched,281.64,Closed,5.87,2026-02-23 00:19:07,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,-10.64,Low,Medium
877,439,Nigeria,Ibadan,Organic,Livestock Manure,390.81,High,,55,Unmatched,281.64,Closed,5.87,2026-02-23 00:19:07,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,,,,,,,,,26.42,Medium,Medium
878,439,Nigeria,Ibadan,Organic,Livestock Manure,479.2,Medium,,27,Unmatched,134.14,In Progress,5.72,2025-11-15 08:39:41,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,-10.64,Low,Medium
878,439,Nigeria,Ibadan,Organic,Livestock Manure,479.2,Medium,,27,Unmatched,134.14,In Progress,5.72,2025-11-15 08:39:41,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,,,,,,,,,26.42,Medium,Medium
879,440,Nigeria,Abuja,Others,Textiles,439.63,High,,33,Unmatched,178.0,In Progress,6.86,2025-09-20 14:41:29,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-45.72,Low,Low
879,440,Nigeria,Abuja,Others,Textiles,439.63,High,,33,Unmatched,178.0,In Progress,6.86,2025-09-20 14:41:29,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,,,,,,,,,-1.3,Low,Low
880,440,Nigeria,Abuja,Solid,PET Bottles,332.34,High,,4,Matched,120.16,In Progress,6.81,2026-01-19 20:14:57,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,,,,,,,,,-45.72,Low,Low
